,Year,Tournament,Round,Player_1,Player_2,Result,Winner,Ranking,Total_games,Total_sets,Looser,Grand_Slams
110877,2017,AustralianOpen,4,Go Soeda,Malek Jaziri,3-6 4-6 3-6,Malek Jaziri,4,28,3,Go Soeda,2
110878,2017,AustralianOpen,4,Jerzy Janowicz,Marin Cilic,3-6 2-6 2-6 6-4 6-4,Marin Cilic,4,28,3,Jerzy Janowicz,2
110879,2017,AustralianOpen,4,John Isner,Konstantin Kravchuk,6-3 6-4 6-7 6-1,John Isner,4,32,2,Konstantin Kravchuk,2
110880,2017,AustralianOpen,4,Jurgen Melzer,Roger Federer,2-6 2-6 6-3 5-7,Roger Federer,4,29,3,Jurgen Melzer,2
110881,2017,AustralianOpen,4,Karen Khachanov,Adrian Mannarino,6-4 3-6 7-6 6-3,Karen Khachanov,4,32,2,Adrian Mannarino,2
110882,2017,AustralianOpen,4,Kei Nishikori,Andrey Kuznetsov,5-7 6-1 6-4 6-7 6-2,Kei Nishikori,4,29,2,Andrey Kuznetsov,2
110883,2017,AustralianOpen,4,Marcel Granollers,Dudi Sela,0-6 2-6 3-6 7-5,Dudi Sela,4,29,3,Marcel Granollers,2
110884,2017,AustralianOpen,4,Mischa Zverev,Guillermo Garcia-Lopez,6-3 7-6 6-4,Mischa Zverev,4,32,2,Guillermo Garcia-Lopez,2
110885,2017,AustralianOpen,4,Paolo Lorenzi,James Duckworth,6-4 7-6 6-7 6-4,Paolo Lorenzi,4,36,2,James Duckworth,2
110886,2017,AustralianOpen,4,Pierre-Hugues Herbert,Jack Sock,3-6 6-7 4-6,Jack Sock,4,32,3,Pierre-Hugues Herbert,2
110887,2017,AustralianOpen,4,Quentin Halys,Sam Querrey,4-6 3-6 6-7 7-6,Sam Querrey,4,35,3,Quentin Halys,2
110888,2017,AustralianOpen,4,Ryan Harrison,Nicolas Mahut,6-3 6-4 6-2,Ryan Harrison,4,27,2,Nicolas Mahut,2
110889,2017,AustralianOpen,4,Stan Wawrinka,Martin Klizan,4-6 6-4 7-5 4-6 6-4,Stan Wawrinka,4,32,2,Martin Klizan,2
110890,2017,AustralianOpen,4,Steve Darcis,Samuel Groth,3-6 6-3 6-2 6-2,Steve Darcis,4,26,2,Samuel Groth,2
110891,2017,AustralianOpen,4,Thiago Moura Monteiro,Jo-Wilfried Tsonga,2-6 7-6 3-6 1-6,Jo-Wilfried Tsonga,4,29,3,Thiago Moura Monteiro,2
110892,2017,AustralianOpen,4,Thomaz Bellucci,Bernard Tomic,4-6 1-6 2-6,Bernard Tomic,4,25,3,Thomaz Bellucci,2
110893,2017,AustralianOpen,4,Victor Estrella,Aljaz Bedene,7-6 7-5 0-6 6-3,Victor Estrella,4,31,2,Aljaz Bedene,2
110913,2017,AustralianOpen,4,Adam Pavlasek,Andrew Whittington,3-6 2-6 6-4 4-6,Andrew Whittington,4,28,3,Adam Pavlasek,2
110914,2017,AustralianOpen,4,Blake Mott,Richard Gasquet,2-6 4-6 4-6,Richard Gasquet,4,28,3,Blake Mott,2
110915,2017,AustralianOpen,4,Borna Coric,Alexandr Dolgopolov,6-7 6-3 4-6 3-6,Alexandr Dolgopolov,4,28,3,Borna Coric,2
110916,2017,AustralianOpen,4,Denis Istomin,Ivan Dodig,6-1 6-4 3-6 7-5,Denis Istomin,4,26,2,Ivan Dodig,2
110917,2017,AustralianOpen,4,Donald Young,Thomas Fabbiano,6-4 7-6 6-4,Donald Young,4,33,2,Thomas Fabbiano,2
110918,2017,AustralianOpen,4,Ernesto Escobedo,Daniil Medvedev,7-5 4-6 7-6 6-1,Ernesto Escobedo,4,35,2,Daniil Medvedev,2
110919,2017,AustralianOpen,4,Feliciano Lopez,Fabio Fognini,5-7 3-6 5-7,Fabio Fognini,4,33,3,Feliciano Lopez,2
110920,2017,AustralianOpen,4,Fernando Verdasco,Novak Djokovic,2-6 6-7 1-6,Novak Djokovic,4,28,3,Fernando Verdasco,2
110921,2017,AustralianOpen,4,Florian Mayer,Rafael Nadal,4-6 4-6 3-6,Rafael Nadal,4,29,3,Florian Mayer,2
110922,2017,AustralianOpen,4,Gael Monfils,Jiri Vesely,6-2 6-3 6-2,Gael Monfils,4,25,2,Jiri Vesely,2
110923,2017,AustralianOpen,4,Gilles Muller,Taylor Harry Fritz,7-6 7-6 6-3,Gilles Muller,4,35,2,Taylor Harry Fritz,2
110924,2017,AustralianOpen,4,Gilles Simon,Michael Mmoh,6-1 6-3 6-3,Gilles Simon,4,25,2,Michael Mmoh,2
110925,2017,AustralianOpen,4,Grigor Dimitrov,Christopher O'Connell,7-6 6-3 6-3,Grigor Dimitrov,4,31,2,Christopher O'Connell,2
110926,2017,AustralianOpen,4,Horacio Zeballos,Ivo Karlovic,02-22 2-6 5-7 6-3 7-6,Ivo Karlovic,4,34,3,Horacio Zeballos,2
110927,2017,AustralianOpen,4,Jan-Lennard Struff,Dominic Thiem,3-6 4-6 4-6 6-4,Dominic Thiem,4,30,3,Jan-Lennard Struff,2
110928,2017,AustralianOpen,4,Jared Donaldson,Rogerio Dutra Da Silva,4-6 4-6 1-6 6-0 6-3,Rogerio Dutra Da Silva,4,22,3,Jared Donaldson,2
110929,2017,AustralianOpen,4,Joao Sousa,Jordan Thompson,1-6 2-6 3-6 6-4 7-6,Jordan Thompson,4,32,3,Joao Sousa,2
110930,2017,AustralianOpen,4,Kyle Edmund,Santiago Giraldo,6-2 7-5 6-3,Kyle Edmund,4,29,2,Santiago Giraldo,2
110931,2017,AustralianOpen,4,Mikhail Kukushkin,Frances Tiafoe,2-6 3-6 7-6 1-6,Frances Tiafoe,4,29,3,Mikhail Kukushkin,2
110932,2017,AustralianOpen,4,Milos Raonic,Dustin Brown,6-3 6-4 6-2,Milos Raonic,4,27,2,Dustin Brown,2
110933,2017,AustralianOpen,4,Omar Jasika,David Ferrer,2-6 0-6 3-6,David Ferrer,4,23,3,Omar Jasika,2
110934,2017,AustralianOpen,4,Philipp Kohlschreiber,Nikoloz Basilashvili,6-4 3-6 7-6 6-4,Philipp Kohlschreiber,4,32,2,Nikoloz Basilashvili,2
110935,2017,AustralianOpen,4,Radek Stepanek,Dmitry Tursunov,6-2 7-6 6-3,Radek Stepanek,4,30,2,Dmitry Tursunov,2
110936,2017,AustralianOpen,4,Radu Albot,Carlos Berlocq,6-7 7-5 6-7 4-6,Carlos Berlocq,4,35,3,Radu Albot,2
110937,2017,AustralianOpen,4,Reilly Opelka,David Goffin,4-6 6-4 2-6 6-4 4-6,David Goffin,4,28,3,Reilly Opelka,2
110938,2017,AustralianOpen,4,Renzo Olivo,Hyeon Chung,2-6 3-6 2-6,Hyeon Chung,4,25,3,Renzo Olivo,2
110939,2017,AustralianOpen,4,Roberto Bautista Agut,Guido Pella,6-3 6-1 6-1,Roberto Bautista Agut,4,23,2,Guido Pella,2
110940,2017,AustralianOpen,4,Robin Haase,Alexander Zverev,2-6 3-6 7-5 6-3 2-6,Alexander Zverev,4,29,3,Robin Haase,2
110941,2017,AustralianOpen,4,Yoshihito Nishioka,Alex Bolt,6-4 1-6 6-2 6-4,Yoshihito Nishioka,4,25,2,Alex Bolt,2
110983,2017,AustralianOpen,5,Alex De Minaur,Sam Querrey,1-6 0-6 6-7,Sam Querrey,4,26,3,Alex De Minaur,2
110984,2017,AustralianOpen,5,Alexander Bublik,Malek Jaziri,5-7 3-6 2-6,Malek Jaziri,4,29,3,Alexander Bublik,2
110985,2017,AustralianOpen,5,Andrey Rublev,Andy Murray,2-6 0-6 3-6,Andy Murray,4,23,3,Andrey Rublev,2
110986,2017,AustralianOpen,5,Bernard Tomic,Victor Estrella,7-5 7-6 4-6 7-6,Bernard Tomic,4,35,2,Victor Estrella,2
110987,2017,AustralianOpen,5,Jack Sock,Karen Khachanov,6-3 6-4 6-4,Jack Sock,4,29,2,Karen Khachanov,2
110988,2017,AustralianOpen,5,Jeremy Chardy,Kei Nishikori,3-6 4-6 3-6,Kei Nishikori,4,28,3,Jeremy Chardy,2
110989,2017,AustralianOpen,5,Jo-Wilfried Tsonga,Dusan Lajovic,6-2 6-2 6-3,Jo-Wilfried Tsonga,4,25,2,Dusan Lajovic,2
110990,2017,AustralianOpen,5,Lukas Lacko,Dudi Sela,2-6 6-3 6-2 6-4,Lukas Lacko,4,25,2,Dudi Sela,2
110991,2017,AustralianOpen,5,Marin Cilic,Daniel Evans,3-6 3-6 5-7 6-3,Daniel Evans,4,30,3,Marin Cilic,2
110992,2017,AustralianOpen,5,Mischa Zverev,John Isner,6-7 6-7 6-4 7-6 9-7,Mischa Zverev,4,36,2,John Isner,2
110993,2017,AustralianOpen,5,Nick Kyrgios,Andreas Seppi,8-01 2-6 4-6 7-6 6-1,Andreas Seppi,4,30,3,Nick Kyrgios,2
110994,2017,AustralianOpen,5,Roger Federer,Noah Rubin,7-5 6-3 7-6,Roger Federer,4,34,2,Noah Rubin,2
110995,2017,AustralianOpen,5,Ryan Harrison,Tomas Berdych,2-6 6-7 3-6,Tomas Berdych,4,30,3,Ryan Harrison,2
110996,2017,AustralianOpen,5,Steve Darcis,Diego Sebastian Schwartzman,6-3 6-3 2-6 6-4,Steve Darcis,4,26,2,Diego Sebastian Schwartzman,2
110997,2017,AustralianOpen,5,Steve Johnson,Stan Wawrinka,4-6 4-6 3-6,Stan Wawrinka,4,29,3,Steve Johnson,2
110998,2017,AustralianOpen,5,Viktor Troicki,Paolo Lorenzi,6-3 1-6 7-6 3-6 6-3,Viktor Troicki,4,29,2,Paolo Lorenzi,2
111068,2017,AustralianOpen,5,Alexander Zverev,Frances Tiafoe,6-2 6-3 6-4,Alexander Zverev,4,27,2,Frances Tiafoe,2
111069,2017,AustralianOpen,5,Alexandr Dolgopolov,Gael Monfils,0-6 6-1 4-6 3-6,Gael Monfils,4,26,3,Alexandr Dolgopolov,2
111070,2017,AustralianOpen,5,Benoit Paire,Fabio Fognini,7-6 4-6 6-3 3-6 6-3,Benoit Paire,4,32,2,Fabio Fognini,2
111071,2017,AustralianOpen,5,Carlos Berlocq,Richard Gasquet,1-6 1-6 1-6,Richard Gasquet,4,21,3,Carlos Berlocq,2
111072,2017,AustralianOpen,5,Denis Istomin,Novak Djokovic,7-6 5-7 2-6 7-6 6-4,Denis Istomin,4,33,2,Novak Djokovic,2
111073,2017,AustralianOpen,5,Dominic Thiem,Jordan Thompson,6-2 6-1 6-7 6-4,Dominic Thiem,4,28,2,Jordan Thompson,2
111074,2017,AustralianOpen,5,Ernesto Escobedo,David Ferrer,2-6 4-6 4-6 6-2,David Ferrer,4,28,3,Ernesto Escobedo,2
111075,2017,AustralianOpen,5,Grigor Dimitrov,Hyeon Chung,1-6 6-4 6-4 6-4,Grigor Dimitrov,4,27,2,Hyeon Chung,2
111076,2017,AustralianOpen,5,Ivo Karlovic,Andrew Whittington,6-4 6-4 6-4,Ivo Karlovic,4,30,2,Andrew Whittington,2
111077,2017,AustralianOpen,5,Kyle Edmund,Pablo Carreno-Busta,2-6 4-6 2-6,Pablo Carreno-Busta,4,26,3,Kyle Edmund,2
111078,2017,AustralianOpen,5,Marcos Baghdatis,Rafael Nadal,3-6 1-6 3-6,Rafael Nadal,4,25,3,Marcos Baghdatis,2
111079,2017,AustralianOpen,5,Milos Raonic,Gilles Muller,6-3 6-4 7-6,Milos Raonic,4,32,2,Gilles Muller,2
111080,2017,AustralianOpen,5,Philipp Kohlschreiber,Donald Young,7-5 6-3 6-0,Philipp Kohlschreiber,4,27,2,Donald Young,2
111081,2017,AustralianOpen,5,Radek Stepanek,David Goffin,3-6 0-6 4-6,David Goffin,4,25,3,Radek Stepanek,2
111082,2017,AustralianOpen,5,Roberto Bautista Agut,Yoshihito Nishioka,6-2 6-3 6-3,Roberto Bautista Agut,4,26,2,Yoshihito Nishioka,2
111083,2017,AustralianOpen,5,Rogerio Dutra Da Silva,Gilles Simon,1-6 1-6 4-6,Gilles Simon,4,24,3,Rogerio Dutra Da Silva,2
111139,2017,AustralianOpen,6,Andy Murray,Sam Querrey,6-4 6-2 6-4,Andy Murray,4,28,2,Sam Querrey,2
111140,2017,AustralianOpen,6,Daniel Evans,Bernard Tomic,7-5 7-6 7-6,Daniel Evans,4,38,2,Bernard Tomic,2
111141,2017,AustralianOpen,6,Jack Sock,Jo-Wilfried Tsonga,3-6 7-6 5-7 6-7,Jo-Wilfried Tsonga,4,38,3,Jack Sock,2
111142,2017,AustralianOpen,6,Lukas Lacko,Kei Nishikori,4-6 4-6 4-6,Kei Nishikori,4,30,3,Lukas Lacko,2
111143,2017,AustralianOpen,6,Malek Jaziri,Mischa Zverev,0-6 3-6 6-4 1-6,Mischa Zverev,4,26,3,Malek Jaziri,2
111144,2017,AustralianOpen,6,Roger Federer,Tomas Berdych,6-2 6-4 6-4,Roger Federer,4,28,2,Tomas Berdych,2
111145,2017,AustralianOpen,6,Stan Wawrinka,Viktor Troicki,3-6 6-2 6-2 7-6,Stan Wawrinka,4,25,2,Viktor Troicki,2
111146,2017,AustralianOpen,6,Steve Darcis,Andreas Seppi,6-7 6-7 4-6 6-4,Andreas Seppi,4,33,3,Steve Darcis,2
111201,2017,AustralianOpen,6,Benoit Paire,Dominic Thiem,4-6 4-6 6-4 1-6,Dominic Thiem,4,27,3,Benoit Paire,2
111202,2017,AustralianOpen,6,Gael Monfils,Philipp Kohlschreiber,6-3 7-6 6-4,Gael Monfils,4,32,2,Philipp Kohlschreiber,2
111203,2017,AustralianOpen,6,Grigor Dimitrov,Richard Gasquet,6-3 6-2 6-4,Grigor Dimitrov,4,27,2,Richard Gasquet,2
111204,2017,AustralianOpen,6,Ivo Karlovic,David Goffin,4-6 2-6 3-6,David Goffin,4,27,3,Ivo Karlovic,2
111205,2017,AustralianOpen,6,Milos Raonic,Gilles Simon,6-2 7-6 3-6 6-3,Milos Raonic,4,30,2,Gilles Simon,2
111206,2017,AustralianOpen,6,Pablo Carreno-Busta,Denis Istomin,2-6 6-4 4-6 6-4 4-6,Denis Istomin,4,30,3,Pablo Carreno-Busta,2
111207,2017,AustralianOpen,6,Rafael Nadal,Alexander Zverev,4-6 6-3 6-7 6-3 6-2,Rafael Nadal,4,32,2,Alexander Zverev,2
111208,2017,AustralianOpen,6,Roberto Bautista Agut,David Ferrer,7-5 6-7 7-6 6-4,Roberto Bautista Agut,4,38,2,David Ferrer,2
111247,2017,AustralianOpen,7,Andreas Seppi,Stan Wawrinka,6-7 6-7 6-7,Stan Wawrinka,4,39,3,Andreas Seppi,2
111248,2017,AustralianOpen,7,Andy Murray,Mischa Zverev,4-6 2-6 7-5 5-7,Mischa Zverev,4,32,3,Andy Murray,2
111249,2017,AustralianOpen,7,Jo-Wilfried Tsonga,Daniel Evans,6-7 6-2 6-4 6-4,Jo-Wilfried Tsonga,4,31,2,Daniel Evans,2
111250,2017,AustralianOpen,7,Kei Nishikori,Roger Federer,3-6 6-4 1-6 4-6 7-6,Roger Federer,4,30,3,Kei Nishikori,2
111291,2017,AustralianOpen,7,David Goffin,Dominic Thiem,5-7 7-6 6-2 6-2,David Goffin,4,33,2,Dominic Thiem,2
111292,2017,AustralianOpen,7,Denis Istomin,Grigor Dimitrov,1-6 2-6 6-7 6-2,Grigor Dimitrov,4,29,3,Denis Istomin,2
111293,2017,AustralianOpen,7,Gael Monfils,Rafael Nadal,4-6 6-4 3-6 3-6,Rafael Nadal,4,28,3,Gael Monfils,2
111294,2017,AustralianOpen,7,Roberto Bautista Agut,Milos Raonic,1-6 4-6 6-3 6-7,Milos Raonic,4,32,3,Roberto Bautista Agut,2
111342,2017,AustralianOpen,9,Mischa Zverev,Roger Federer,2-6 5-7 1-6,Roger Federer,4,27,3,Mischa Zverev,2
111343,2017,AustralianOpen,9,Stan Wawrinka,Jo-Wilfried Tsonga,7-6 6-4 6-3,Stan Wawrinka,4,32,2,Jo-Wilfried Tsonga,2
111419,2017,AustralianOpen,9,Grigor Dimitrov,David Goffin,6-3 6-2 6-4,Grigor Dimitrov,4,27,2,David Goffin,2
111420,2017,AustralianOpen,9,Milos Raonic,Rafael Nadal,4-6 6-7 4-6,Rafael Nadal,4,33,3,Milos Raonic,2
111511,2017,AustralianOpen,10,Stan Wawrinka,Roger Federer,3-6 6-4 6-1 3-6 5-7,Roger Federer,4,28,3,Stan Wawrinka,2
111578,2017,AustralianOpen,10,Rafael Nadal,Grigor Dimitrov,6-3 5-7 7-6 6-7 6-4,Rafael Nadal,4,34,2,Grigor Dimitrov,2
115546,2017,RolandGarros,4,Adrian Mannarino,Horacio Zeballos,4-6 3-6 5-7,Horacio Zeballos,4,31,3,Adrian Mannarino,2
115547,2017,RolandGarros,4,Albert Ramos-Vinolas,Marius Copil,6-7 6-1 6-4 6-2,Albert Ramos-Vinolas,4,30,2,Marius Copil,2
115548,2017,RolandGarros,4,Bernard Tomic,Dominic Thiem,2-6 0-6 4-6,Dominic Thiem,4,24,3,Bernard Tomic,2
115549,2017,RolandGarros,4,Daniel Evans,Tommy Robredo,1-6 3-6 4-6 7-5,Tommy Robredo,4,31,3,Daniel Evans,2
115550,2017,RolandGarros,4,Guillermo Garcia-Lopez,Gilles Muller,7-6 6-7 6-2 6-2,Guillermo Garcia-Lopez,4,34,2,Gilles Muller,2
115551,2017,RolandGarros,4,Jerzy Janowicz,Taro Daniel,4-6 4-6 4-6,Taro Daniel,4,30,3,Jerzy Janowicz,2
115552,2017,RolandGarros,4,Lucas Pouille,Julien Benneteau,7-6 3-6 4-6 6-3 6-4,Lucas Pouille,4,32,2,Julien Benneteau,2
115553,2017,RolandGarros,4,Marco Trungelliti,Quentin Halys,3-6 6-7 7-6 6-4 6-4,Marco Trungelliti,4,35,2,Quentin Halys,2
115554,2017,RolandGarros,4,Mikhail Kukushkin,Tennys Sandgren,6-2 6-1 6-4,Mikhail Kukushkin,4,25,2,Tennys Sandgren,2
115555,2017,RolandGarros,4,Pablo Carreno-Busta,Florian Mayer,6-4 6-2 6-2,Pablo Carreno-Busta,4,26,2,Florian Mayer,2
115556,2017,RolandGarros,4,Robin Haase,Alex De Minaur,6-2 6-3 6-1,Robin Haase,4,24,2,Alex De Minaur,2
115557,2017,RolandGarros,4,Stefanos Tsitsipas,Ivo Karlovic,4-6 5-7 6-7,Ivo Karlovic,4,35,3,Stefanos Tsitsipas,2
115558,2017,RolandGarros,4,Stephane Robert,Grigor Dimitrov,4-6 3-6 2-6,Grigor Dimitrov,4,27,3,Stephane Robert,2
115559,2017,RolandGarros,4,Thomaz Bellucci,Dusan Lajovic,4-6 7-5 6-4 6-4,Thomaz Bellucci,4,32,2,Dusan Lajovic,2
115576,2017,RolandGarros,4,Aljaz Bedene,Ryan Harrison,6-4 6-0 3-6 6-1,Aljaz Bedene,4,25,2,Ryan Harrison,2
115577,2017,RolandGarros,4,Andreas Seppi,Santiago Giraldo,4-6 6-1 6-2 6-2,Andreas Seppi,4,25,2,Santiago Giraldo,2
115578,2017,RolandGarros,4,Andrey Rublev,Diego Sebastian Schwartzman,7-9 7-6 2-6 4-6 6-0,Diego Sebastian Schwartzman,4,24,3,Andrey Rublev,2
115579,2017,RolandGarros,4,Arthur De Greef,Richard Gasquet,3-6 1-6 6-3 2-6,Richard Gasquet,4,24,3,Arthur De Greef,2
115580,2017,RolandGarros,4,Bjorn Fratangelo,Feliciano Lopez,3-6 6-7 4-6,Feliciano Lopez,4,32,3,Bjorn Fratangelo,2
115581,2017,RolandGarros,4,Borna Coric,Mathias Bourgue,7-6 6-3 6-2,Borna Coric,4,30,2,Mathias Bourgue,2
115582,2017,RolandGarros,4,Damir Dzumhur,Nicolas Kicker,4-6 3-6 6-2 3-6,Nicolas Kicker,4,26,3,Damir Dzumhur,2
115583,2017,RolandGarros,4,David Ferrer,Donald Young,5-7 6-3 4-6 6-3 13-11,David Ferrer,4,31,2,Donald Young,2
115584,2017,RolandGarros,4,Evgeny Donskoy,Viktor Troicki,0-6 4-6 6-7,Viktor Troicki,4,29,3,Evgeny Donskoy,2
115585,2017,RolandGarros,4,Federico Delbonis,Konstantin Kravchuk,6-7 4-6 3-6,Konstantin Kravchuk,4,32,3,Federico Delbonis,2
115586,2017,RolandGarros,4,Frances Tiafoe,Fabio Fognini,0-6 6-1 6-3 3-6 4-6,Fabio Fognini,4,28,3,Frances Tiafoe,2
115587,2017,RolandGarros,4,Jack Sock,Jiri Vesely,3-6 5-7 5-7,Jiri Vesely,4,33,3,Jack Sock,2
115588,2017,RolandGarros,4,Janko Tipsarevic,Joao Sousa,2-6 2-6 6-7 6-4,Joao Sousa,4,31,3,Janko Tipsarevic,2
115589,2017,RolandGarros,4,Marin Cilic,Ernests Gulbis,6-3 6-3 6-3,Marin Cilic,4,27,2,Ernests Gulbis,2
115590,2017,RolandGarros,4,Mischa Zverev,Stefano Napolitano,2-6 2-6 5-7 6-4,Stefano Napolitano,4,30,3,Mischa Zverev,2
115591,2017,RolandGarros,4,Nikoloz Basilashvili,Gilles Simon,1-6 6-2 6-4 6-1,Nikoloz Basilashvili,4,25,2,Gilles Simon,2
115592,2017,RolandGarros,4,Novak Djokovic,Marcel Granollers,6-3 6-4 6-2,Novak Djokovic,4,27,2,Marcel Granollers,2
115593,2017,RolandGarros,4,Pablo Cuevas,Maxime Hamou,6-3 6-2 6-4,Pablo Cuevas,4,27,2,Maxime Hamou,2
115594,2017,RolandGarros,4,Paul-Henri Mathieu,David Goffin,2-6 2-6 2-6,David Goffin,4,24,3,Paul-Henri Mathieu,2
115595,2017,RolandGarros,4,Pierre-Hugues Herbert,Jared Donaldson,6-4 7-6 6-4,Pierre-Hugues Herbert,4,33,2,Jared Donaldson,2
115596,2017,RolandGarros,4,Rafael Nadal,Benoit Paire,6-1 6-4 6-1,Rafael Nadal,4,24,2,Benoit Paire,2
115597,2017,RolandGarros,4,Roberto Bautista Agut,John Millman,6-2 6-2 0-6 6-1,Roberto Bautista Agut,4,22,2,John Millman,2
115598,2017,RolandGarros,4,Rogerio Dutra Da Silva,Mikhail Youzhny,4-6 7-6 2-6 7-6 6-2,Rogerio Dutra Da Silva,4,31,2,Mikhail Youzhny,2
115599,2017,RolandGarros,4,Sergiy Stakhovsky,Yen-Hsun Lu,6-3 6-4 7-6,Sergiy Stakhovsky,4,32,2,Yen-Hsun Lu,2
115600,2017,RolandGarros,4,Simone Bolelli,Nicolas Mahut,6-4 6-2 6-2,Simone Bolelli,4,26,2,Nicolas Mahut,2
115601,2017,RolandGarros,4,Steve Darcis,Milos Raonic,2-6 4-6 3-6,Milos Raonic,4,27,3,Steve Darcis,2
115602,2017,RolandGarros,4,Teimuraz Gabashvili,Victor Estrella,2-6 3-6 6-7 6-2 7-6,Victor Estrella,4,34,3,Teimuraz Gabashvili,2
115603,2017,RolandGarros,4,Yuichi Sugita,Steve Johnson,3-6 7-6 7-6 3-6 3-6,Steve Johnson,4,31,3,Yuichi Sugita,2
115645,2017,RolandGarros,4,Alexandr Dolgopolov,Carlos Berlocq,7-5 6-3 6-4,Alexandr Dolgopolov,4,31,2,Carlos Berlocq,2
115646,2017,RolandGarros,4,Andy Murray,Andrey Kuznetsov,6-4 4-6 6-2 6-0,Andy Murray,4,28,2,Andrey Kuznetsov,2
115647,2017,RolandGarros,4,Denis Istomin,Ernesto Escobedo,7-6 6-3 6-4,Denis Istomin,4,32,2,Ernesto Escobedo,2
115648,2017,RolandGarros,4,Fernando Verdasco,Alexander Zverev,6-4 3-6 6-4 6-2,Fernando Verdasco,4,29,2,Alexander Zverev,2
115649,2017,RolandGarros,4,Gael Monfils,Dustin Brown,6-4 7-5 6-0,Gael Monfils,4,28,2,Dustin Brown,2
115650,2017,RolandGarros,4,Gastao Elias,Kyle Edmund,5-7 2-6 3-6,Kyle Edmund,4,29,3,Gastao Elias,2
115651,2017,RolandGarros,4,Hyeon Chung,Sam Querrey,6-4 3-6 6-3 6-3,Hyeon Chung,4,28,2,Sam Querrey,2
115652,2017,RolandGarros,4,Jordan Thompson,John Isner,3-6 6-7 6-4 3-6,John Isner,4,32,3,Jordan Thompson,2
115653,2017,RolandGarros,4,Juan Martin Del Potro,Guido Pella,6-2 6-1 6-4,Juan Martin Del Potro,4,25,2,Guido Pella,2
115654,2017,RolandGarros,4,Karen Khachanov,Nicolas Jarry,6-4 3-6 7-6 6-1,Karen Khachanov,4,32,2,Nicolas Jarry,2
115655,2017,RolandGarros,4,Kei Nishikori,Thanasi Kokkinakis,4-6 6-1 6-4 6-4,Kei Nishikori,4,27,2,Thanasi Kokkinakis,2
115656,2017,RolandGarros,4,Kevin Anderson,Malek Jaziri,7-6 6-3 7-6,Kevin Anderson,4,35,2,Malek Jaziri,2
115657,2017,RolandGarros,4,Laurent Lokoli,Martin Klizan,4-6 6-0 6-4 3-6 6-7,Martin Klizan,4,32,3,Laurent Lokoli,2
115658,2017,RolandGarros,4,Marcos Baghdatis,Nicolas Almagro,6-7 3-6 4-6 7-6,Nicolas Almagro,4,32,3,Marcos Baghdatis,2
115659,2017,RolandGarros,4,Philipp Kohlschreiber,Nick Kyrgios,3-6 6-7 3-6,Nick Kyrgios,4,31,3,Philipp Kohlschreiber,2
115660,2017,RolandGarros,4,Radu Albot,Jeremy Chardy,6-7 4-6 2-6,Jeremy Chardy,4,31,3,Radu Albot,2
115661,2017,RolandGarros,4,Richard Berankis,Paolo Lorenzi,4-6 2-6 0-6,Paolo Lorenzi,4,24,3,Richard Berankis,2
115662,2017,RolandGarros,4,Stan Wawrinka,Jozef Kovalik,6-2 7-6 6-3,Stan Wawrinka,4,30,2,Jozef Kovalik,2
115663,2017,RolandGarros,4,Thiago Moura Monteiro,Alexandre Muller,7-6 2-6 4-6 7-6 6-0,Thiago Moura Monteiro,4,31,2,Alexandre Muller,2
115664,2017,RolandGarros,4,Tomas Berdych,Jan-Lennard Struff,6-1 6-1 4-6 6-4,Tomas Berdych,4,24,2,Jan-Lennard Struff,2
115768,2017,RolandGarros,5,Benjamin Bonzi,Albert Ramos-Vinolas,1-6 1-6 2-6,Albert Ramos-Vinolas,4,22,3,Benjamin Bonzi,2
115769,2017,RolandGarros,5,David Goffin,Sergiy Stakhovsky,6-2 6-4 3-6 6-3,David Goffin,4,27,2,Sergiy Stakhovsky,2
115770,2017,RolandGarros,5,Diego Sebastian Schwartzman,Stefano Napolitano,6-3 7-5 6-2,Diego Sebastian Schwartzman,4,29,2,Stefano Napolitano,2
115771,2017,RolandGarros,5,Dominic Thiem,Simone Bolelli,7-5 6-1 6-3,Dominic Thiem,4,28,2,Simone Bolelli,2
115772,2017,RolandGarros,5,Grigor Dimitrov,Tommy Robredo,6-3 6-4 7-5,Grigor Dimitrov,4,31,2,Tommy Robredo,2
115773,2017,RolandGarros,5,Horacio Zeballos,Ivo Karlovic,7-6 7-6 6-3,Horacio Zeballos,4,35,2,Ivo Karlovic,2
115774,2017,RolandGarros,5,Jiri Vesely,Aljaz Bedene,6-3 6-3 4-6 6-3,Jiri Vesely,4,28,2,Aljaz Bedene,2
115775,2017,RolandGarros,5,Joao Sousa,Novak Djokovic,3-6 4-6 1-6,Novak Djokovic,4,26,3,Joao Sousa,2
115776,2017,RolandGarros,5,Marco Trungelliti,Guillermo Garcia-Lopez,5-7 4-6 5-7,Guillermo Garcia-Lopez,4,34,3,Marco Trungelliti,2
115777,2017,RolandGarros,5,Mikhail Kukushkin,Roberto Bautista Agut,6-7 3-6 6-3 3-6,Roberto Bautista Agut,4,27,3,Mikhail Kukushkin,2
115778,2017,RolandGarros,5,Milos Raonic,Rogerio Dutra Da Silva,4-6 6-2 6-3 6-4,Milos Raonic,4,27,2,Rogerio Dutra Da Silva,2
115779,2017,RolandGarros,5,Nikoloz Basilashvili,Viktor Troicki,7-6 7-6 7-6,Nikoloz Basilashvili,4,39,2,Viktor Troicki,2
